Date,Open,High,Low,Close,Adj Close,Volume
2018-03-19,95.44000244140625,95.4800033569336,93.80000305175781,94.83999633789062,87.34334564208984,2610400
2018-03-20,95.3499984741211,95.6500015258789,94.72000122070312,94.94999694824219,87.44464874267578,2501600
2018-03-21,94.62000274658203,96.2699966430664,94.4000015258789,94.73999786376953,87.25123596191406,2124000
2018-03-22,93.73999786376953,93.95999908447266,91.12000274658203,91.41000366210938,84.1844711303711,4113900
2018-03-23,91.81999969482422,92.36000061035156,90.41000366210938,90.44999694824219,83.30033111572266,5100400
2018-03-26,91.37000274658203,92.98999786376953,90.80000305175781,92.62000274658203,85.298828125,2769800
2018-03-27,92.80999755859375,93.73999786376953,90.87000274658203,91.41999816894531,84.19366455078125,4357300
2018-03-28,91.76000213623047,93.54000091552734,91.5999984741211,92.20999908447266,84.92122650146484,5509700
2018-03-29,92.38999938964844,94.37000274658203,92.29000091552734,93.27999877929688,85.90665435791016,4940600
2018-04-02,93.13999938964844,93.55000305175781,89.95999908447266,91.0,83.8068618774414,4998400
2018-04-03,91.55000305175781,92.93000030517578,91.18000030517578,92.73999786376953,85.40933227539062,2864500
2018-04-04,91.20999908447266,93.91999816894531,91.08000183105469,93.58000183105469,86.18294525146484,4619200
2018-04-05,94.19999694824219,95.05000305175781,93.80000305175781,94.19999694824219,87.07960510253906,2482300
2018-04-06,93.23999786376953,93.80999755859375,90.80999755859375,91.91000366210938,84.96272277832031,2968900
2018-04-09,92.69999694824219,94.23999786376953,91.95999908447266,92.13999938964844,85.17532348632812,3109700
2018-04-10,93.41000366210938,93.69000244140625,92.52999877929688,93.0,85.9703369140625,4584000
2018-04-11,91.94000244140625,92.80999755859375,91.36000061035156,91.5999984741211,84.67613983154297,4064900
2018-04-12,92.5199966430664,93.94000244140625,92.05999755859375,93.3499984741211,86.29386901855469,3137300
2018-04-13,94.12999725341797,94.30000305175781,92.54000091552734,93.02999877929688,85.99805450439453,2510300
2018-04-16,93.77999877929688,94.19999694824219,93.11000061035156,93.5999984741211,86.52497100830078,2811500
2018-04-17,93.95999908447266,94.5999984741211,93.58999633789062,93.86000061035156,86.76531982421875,2651700
2018-04-18,94.04000091552734,95.23999786376953,94.0,95.1500015258789,87.95780181884766,4981400
2018-04-19,99.36000061035156,102.95999908447266,99.05000305175781,102.37000274658203,94.63207244873047,11716900
2018-04-20,102.19999694824219,102.66999816894531,100.37000274658203,100.79000091552734,93.1715087890625,5614700
2018-04-23,100.77999877929688,101.16000366210938,99.91000366210938,100.61000061035156,93.00507354736328,3183300
2018-04-24,101.19000244140625,101.70999908447266,99.58000183105469,100.44000244140625,92.84796905517578,5048900
