Date,Open,High,Low,Close,Adj Close,Volume
2018-03-19,67.69000244140625,68.16000366210938,67.11000061035156,67.44999694824219,55.23659896850586,2595600
2018-03-20,67.20999908447266,67.86000061035156,67.18000030517578,67.44999694824219,55.23659896850586,2496400
2018-03-21,67.44999694824219,67.93000030517578,66.72000122070312,66.91000366210938,54.79438400268555,2805300
2018-03-22,67.02999877929688,68.33999633789062,66.86000061035156,67.36000061035156,55.16290283203125,3137500
2018-03-23,67.43000030517578,67.97000122070312,66.25,66.38999938964844,54.368534088134766,3111800
2018-03-26,66.81999969482422,67.51000213623047,66.55999755859375,67.30999755859375,55.1219367980957,2917800
2018-03-27,67.30999755859375,68.9800033569336,67.05000305175781,68.43000030517578,56.03914260864258,3484400
2018-03-28,68.62999725341797,68.91999816894531,68.02999877929688,68.66000366210938,56.22749710083008,3274700
2018-03-29,68.70999908447266,69.23999786376953,68.5,68.58999633789062,56.170169830322266,2238900
2018-04-02,68.79000091552734,69.30000305175781,67.7699966430664,68.27999877929688,55.91630172729492,2808500
2018-04-03,68.26000213623047,68.79000091552734,67.93000030517578,68.44999694824219,56.05551528930664,2551500
2018-04-04,68.41000366210938,68.80999755859375,67.88999938964844,68.66999816894531,56.23569107055664,2082700
2018-04-05,68.58999633789062,69.19000244140625,67.69000244140625,68.94000244140625,56.4567985534668,2017900
2018-04-06,68.94000244140625,69.41999816894531,68.41999816894531,68.52999877929688,56.12104034423828,2307500
2018-04-09,68.4000015258789,69.13999938964844,68.27999877929688,68.70999908447266,56.26844024658203,1940900
2018-04-10,68.62000274658203,68.75,67.6500015258789,67.87000274658203,55.58054733276367,2183500
2018-04-11,67.80000305175781,68.19999694824219,67.51000213623047,67.79000091552734,55.51503372192383,1803200
2018-04-12,67.80000305175781,67.91000366210938,66.45999908447266,66.63999938964844,54.573265075683594,2565000
2018-04-13,66.91999816894531,67.58999633789062,66.69000244140625,67.33999633789062,55.146507263183594,1833700
2018-04-16,67.4800033569336,68.4000015258789,67.41999816894531,68.2699966430664,55.90811538696289,1537300
2018-04-17,68.23999786376953,69.04000091552734,68.05000305175781,68.86000061035156,56.39128494262695,1710900
2018-04-18,69.0,69.66999816894531,68.68000030517578,68.7300033569336,56.284820556640625,2040600
2018-04-19,68.62999725341797,68.87000274658203,68.0999984741211,68.5199966430664,56.11284637451172,2464300
2018-04-20,68.69000244140625,68.87999725341797,68.1500015258789,68.45999908447266,56.06371307373047,2634600
2018-04-23,68.56999969482422,68.91000366210938,68.19000244140625,68.44000244140625,56.04734802246094,1875700
2018-04-24,68.51000213623047,69.3499984741211,68.3499984741211,68.87999725341797,56.407649993896484,2022300
2018-04-25,68.70999908447266,69.33000183105469,68.51000213623047,69.08999633789062,56.57964324951172,3067800
2018-04-26,69.16000366210938,69.91999816894531,68.8499984741211,69.7699966430664,57.13650894165039,2326200
2018-04-27,69.5,70.9800033569336,69.5,70.55000305175781,57.7752685546875,3010000
2018-04-30,70.80999755859375,70.80999755859375,69.94999694824219,69.9800033569336,57.30847930908203,3056200
2018-05-01,69.97000122070312,69.98999786376953,69.30999755859375,69.44000244140625,56.86625671386719,3028000
2018-05-02,69.30000305175781,69.63999938964844,68.83999633789062,69.19000244140625,56.66152572631836,2669300
2018-05-03,69.08000183105469,69.72000122070312,68.5199966430664,69.23999786376953,56.70246887207031,2346400
2018-05-04,69.23999786376953,69.80000305175781,69.16999816894531,69.38999938964844,56.82530975341797,2238500
2018-05-07,69.33999633789062,69.44999694824219,68.63999938964844,68.77999877929688,56.32577133178711,1961200
